"YEAR_SEMESTER","EDAD_MOD","NIVEL","SEDE_NOMBRE_MAT","n"
"2010 - 1",31,"Pregrado","Manizales",5
"2010 - 1",31,"Pregrado","Medellín",14
"2010 - 1",31,"Pregrado","Palmira",1
"2010 - 1",32,"Doctorado","Bogotá",2
"2010 - 1",32,"Especialidades Médicas","Bogotá",10
"2010 - 1",32,"Especialización","Bogotá",26
"2010 - 1",32,"Especialización","Medellín",10
"2010 - 1",32,"Maestría","Bogotá",23
"2010 - 1",32,"Maestría","Manizales",3
"2010 - 1",32,"Maestría","Medellín",4
"2010 - 1",32,"Maestría","Palmira",1
"2010 - 1",32,"Pregrado","Bogotá",30
"2010 - 1",32,"Pregrado","Manizales",4
"2010 - 1",32,"Pregrado","Medellín",8
"2010 - 1",32,"Pregrado","Palmira",2
"2010 - 1",33,"Doctorado","Bogotá",3
"2010 - 1",33,"Especialidades Médicas","Bogotá",7
"2010 - 1",33,"Especialización","Bogotá",18
"2010 - 1",33,"Especialización","Manizales",1
"2010 - 1",33,"Especialización","Medellín",7
"2010 - 1",33,"Maestría","Bogotá",22
"2010 - 1",33,"Maestría","Manizales",3
"2010 - 1",33,"Maestría","Medellín",2
"2010 - 1",33,"Maestría","Palmira",1
"2010 - 1",33,"Pregrado","Bogotá",26
"2010 - 1",33,"Pregrado","Manizales",5
"2010 - 1",33,"Pregrado","Medellín",4
"2010 - 1",33,"Pregrado","Palmira",2
"2010 - 1",34,"Doctorado","Bogotá",1
"2010 - 1",34,"Especialidades Médicas","Bogotá",4
"2010 - 1",34,"Especialización","Bogotá",9
"2010 - 1",34,"Especialización","Manizales",1
"2010 - 1",34,"Especialización","Medellín",7
"2010 - 1",34,"Especialización","Palmira",2
"2010 - 1",34,"Maestría","Bogotá",20
"2010 - 1",34,"Maestría","Medellín",10
"2010 - 1",34,"Maestría","Palmira",2
"2010 - 1",34,"Pregrado","Bogotá",18
"2010 - 1",34,"Pregrado","Manizales",1
"2010 - 1",34,"Pregrado","Medellín",4
"2010 - 1",34,"Pregrado","Palmira",2
"2010 - 1",35,"Doctorado","Bogotá",2
"2010 - 1",35,"Especialidades Médicas","Bogotá",3
"2010 - 1",35,"Especialización","Bogotá",13
"2010 - 1",35,"Especialización","Manizales",1
"2010 - 1",35,"Especialización","Medellín",8
"2010 - 1",35,"Especialización","Palmira",1
"2010 - 1",35,"Maestría","Bogotá",5
"2010 - 1",35,"Maestría","Medellín",3
"2010 - 1",35,"Pregrado","Bogotá",11
"2010 - 1",35,"Pregrado","Manizales",1
"2010 - 1",35,"Pregrado","Medellín",4
"2010 - 1",36,"Especialidades Médicas","Bogotá",4
"2010 - 1",36,"Especialización","Bogotá",11
"2010 - 1",36,"Especialización","Medellín",2
"2010 - 1",36,"Maestría","Bogotá",12
"2010 - 1",36,"Maestría","Medellín",1
"2010 - 1",36,"Pregrado","Bogotá",13
"2010 - 1",36,"Pregrado","Manizales",4
"2010 - 1",36,"Pregrado","Medellín",2
"2010 - 1",37,"Doctorado","Bogotá",3
"2010 - 1",37,"Especialidades Médicas","Bogotá",1
"2010 - 1",37,"Especialización","Bogotá",10
"2010 - 1",37,"Especialización","Manizales",1
"2010 - 1",37,"Especialización","Medellín",4
"2010 - 1",37,"Especialización","Palmira",1
"2010 - 1",37,"Maestría","Bogotá",7
"2010 - 1",37,"Maestría","Manizales",1
"2010 - 1",37,"Maestría","Medellín",1
"2010 - 1",37,"Maestría","Palmira",1
"2010 - 1",37,"Pregrado","Bogotá",5
"2010 - 1",37,"Pregrado","Manizales",1
"2010 - 1",37,"Pregrado","Medellín",1
"2010 - 1",38,"Doctorado","Bogotá",2
"2010 - 1",38,"Doctorado","Palmira",1
"2010 - 1",38,"Especialidades Médicas","Bogotá",1
"2010 - 1",38,"Especialización","Bogotá",11
"2010 - 1",38,"Especialización","Manizales",1
"2010 - 1",38,"Especialización","Medellín",5
"2010 - 1",38,"Maestría","Bogotá",9
"2010 - 1",38,"Maestría","Medellín",1
"2010 - 1",38,"Pregrado","Bogotá",6
"2010 - 1",39,"Doctorado","Medellín",1
"2010 - 1",39,"Especialización","Bogotá",6
"2010 - 1",39,"Especialización","Manizales",1
"2010 - 1",39,"Especialización","Medellín",5
"2010 - 1",39,"Maestría","Bogotá",4
"2010 - 1",39,"Maestría","Medellín",2
"2010 - 1",39,"Pregrado","Bogotá",3
"2010 - 1",39,"Pregrado","Manizales",1
"2010 - 1",39,"Pregrado","Medellín",1
"2010 - 1",40,"Doctorado","Bogotá",2
"2010 - 1",40,"Doctorado","Medellín",2
"2010 - 1",40,"Doctorado","Palmira",1
"2010 - 1",40,"Especialidades Médicas","Bogotá",1
"2010 - 1",40,"Especialización","Bogotá",11
"2010 - 1",40,"Especialización","Medellín",2
"2010 - 1",40,"Especialización","Palmira",1
"2010 - 1",40,"Maestría","Bogotá",27
"2010 - 1",40,"Maestría","Medellín",1
"2010 - 1",40,"Maestría","Palmira",3
"2010 - 1",40,"Pregrado","Bogotá",24
"2010 - 1",40,"Pregrado","Manizales",1
"2010 - 1",40,"Pregrado","Palmira",1
"2010 - 1",41,"Doctorado","Medellín",2
"2010 - 1",41,"Especialidades Médicas","Bogotá",1
"2010 - 1",41,"Especialización","Bogotá",6
"2010 - 1",41,"Especialización","Palmira",1
"2010 - 1",41,"Maestría","Bogotá",8
"2010 - 1",41,"Maestría","Manizales",1
"2010 - 1",41,"Maestría","Medellín",2
"2010 - 1",41,"Pregrado","Bogotá",3
"2010 - 1",42,"Doctorado","Bogotá",1
"2010 - 1",42,"Doctorado","Manizales",1
"2010 - 1",42,"Especialización","Bogotá",9
"2010 - 1",42,"Maestría","Amazonía",1
"2010 - 1",42,"Maestría","Bogotá",2
"2010 - 1",43,"Doctorado","Manizales",1
"2010 - 1",43,"Doctorado","Medellín",1
"2010 - 1",43,"Especialización","Bogotá",5
"2010 - 1",43,"Especialización","Manizales",1
"2010 - 1",43,"Especialización","Medellín",9
"2010 - 1",43,"Especialización","Palmira",1
"2010 - 1",43,"Maestría","Bogotá",6
"2010 - 1",43,"Maestría","Manizales",1
"2010 - 1",43,"Maestría","Medellín",1
"2010 - 1",43,"Pregrado","Bogotá",3
"2010 - 1",43,"Pregrado","Manizales",1
"2010 - 1",43,"Pregrado","Medellín",1
"2010 - 1",44,"Doctorado","Bogotá",2
"2010 - 1",44,"Especialización","Bogotá",5
"2010 - 1",44,"Especialización","Medellín",3
"2010 - 1",44,"Maestría","Bogotá",1
"2010 - 1",44,"Maestría","Manizales",3
"2010 - 1",44,"Maestría","Medellín",1
"2010 - 1",44,"Pregrado","Bogotá",2
"2010 - 1",44,"Pregrado","Manizales",1
"2010 - 1",45,"Doctorado","Bogotá",2
"2010 - 1",45,"Especialización","Bogotá",9
"2010 - 1",45,"Especialización","Medellín",4
"2010 - 1",45,"Maestría","Bogotá",6
"2010 - 1",45,"Maestría","Medellín",2
"2010 - 1",45,"Pregrado","Bogotá",1
"2010 - 1",45,"Pregrado","Manizales",1
"2010 - 1",45,"Pregrado","Medellín",2
"2010 - 1",46,"Doctorado","Bogotá",2
"2010 - 1",46,"Especialización","Bogotá",5
"2010 - 1",46,"Especialización","Medellín",1
"2010 - 1",46,"Especialización","Palmira",2
"2010 - 1",46,"Maestría","Bogotá",8
"2010 - 1",46,"Maestría","Medellín",3
"2010 - 1",46,"Pregrado","Bogotá",1
"2010 - 1",47,"Doctorado","Bogotá",1
"2010 - 1",47,"Especialidades Médicas","Bogotá",1
"2010 - 1",47,"Especialización","Bogotá",3
"2010 - 1",47,"Especialización","Medellín",7
"2010 - 1",47,"Maestría","Bogotá",5
"2010 - 1",47,"Maestría","Medellín",1
"2010 - 1",47,"Pregrado","Bogotá",2
"2010 - 1",48,"Doctorado","Bogotá",1
"2010 - 1",48,"Especialización","Bogotá",8
"2010 - 1",48,"Especialización","Medellín",2
"2010 - 1",48,"Especialización","Palmira",1
"2010 - 1",48,"Maestría","Bogotá",5
"2010 - 1",48,"Pregrado","Bogotá",1
"2010 - 1",49,"Especialización","Bogotá",6
"2010 - 1",49,"Especialización","Medellín",2
"2010 - 1",49,"Maestría","Bogotá",3
"2010 - 1",49,"Maestría","Medellín",1
"2010 - 1",49,"Pregrado","Bogotá",1
"2010 - 1",50,"Doctorado","Bogotá",2
"2010 - 1",50,"Especialización","Bogotá",4
"2010 - 1",50,"Especialización","Medellín",1
"2010 - 1",50,"Maestría","Bogotá",5
"2010 - 1",50,"Maestría","Manizales",1
"2010 - 1",50,"Maestría","Medellín",1
"2010 - 1",51,"Doctorado","Bogotá",2
"2010 - 1",51,"Especialización","Bogotá",4
"2010 - 1",51,"Especialización","Medellín",1
"2010 - 1",51,"Maestría","Bogotá",4
"2010 - 1",51,"Pregrado","Bogotá",1
"2010 - 1",52,"Doctorado","Bogotá",1
"2010 - 1",52,"Especialización","Bogotá",5
"2010 - 1",52,"Especialización","Medellín",2
"2010 - 1",52,"Especialización","Palmira",1
"2010 - 1",52,"Maestría","Bogotá",1
"2010 - 1",52,"Maestría","Manizales",1
"2010 - 1",52,"Maestría","Medellín",1
"2010 - 1",52,"Pregrado","Bogotá",2
"2010 - 1",53,"Especialización","Bogotá",6
"2010 - 1",53,"Especialización","Medellín",1
"2010 - 1",53,"Maestría","Bogotá",1
"2010 - 1",54,"Especialización","Bogotá",3
"2010 - 1",54,"Especialización","Medellín",1
"2010 - 1",54,"Especialización","Palmira",1
"2010 - 1",54,"Maestría","Bogotá",1
"2010 - 1",55,"Especialización","Bogotá",3
"2010 - 1",55,"Maestría","Bogotá",3
"2010 - 1",55,"Pregrado","Bogotá",1
"2010 - 1",56,"Doctorado","Bogotá",1
"2010 - 1",56,"Especialización","Bogotá",1
"2010 - 1",56,"Especialización","Palmira",1
"2010 - 1",56,"Maestría","Bogotá",2
"2010 - 1",56,"Maestría","Medellín",1
"2010 - 1",57,"Especialización","Bogotá",4
"2010 - 1",57,"Maestría","Bogotá",4
"2010 - 1",57,"Pregrado","Bogotá",1
"2010 - 1",58,"Especialización","Bogotá",1
"2010 - 1",58,"Maestría","Bogotá",2
"2010 - 1",59,"Maestría","Bogotá",1
"2010 - 1",60,"Maestría","Bogotá",2
"2010 - 1",61,"Especialización","Bogotá",1
"2010 - 1",61,"Maestría","Palmira",1
"2010 - 1",63,"Doctorado","Bogotá",1
"2010 - 1",63,"Especialización","Bogotá",1
"2010 - 1",63,"Maestría","Bogotá",1
"2010 - 1",64,"Especialización","Bogotá",1
"2010 - 1",64,"Maestría","Bogotá",1
"2010 - 1",68,"Maestría","Bogotá",1
"2010 - 2",19,"Pregrado","Medellín",1
"2010 - 2",20,"Pregrado","Bogotá",7
"2010 - 2",20,"Pregrado","Manizales",1
"2010 - 2",20,"Pregrado","Medellín",2
"2010 - 2",21,"Especialización","Bogotá",1
"2010 - 2",21,"Pregrado","Bogotá",52
"2010 - 2",21,"Pregrado","Manizales",25
"2010 - 2",21,"Pregrado","Medellín",40
"2010 - 2",21,"Pregrado","Palmira",5
"2010 - 2",22,"Especialización","Bogotá",11
"2010 - 2",22,"Especialización","Manizales",2
"2010 - 2",22,"Especialización","Medellín",3
"2010 - 2",22,"Pregrado","Bogotá",238
"2010 - 2",22,"Pregrado","Manizales",58
"2010 - 2",22,"Pregrado","Medellín",116
"2010 - 2",22,"Pregrado","Palmira",23
"2010 - 2",23,"Especialización","Bogotá",14
"2010 - 2",23,"Especialización","Manizales",8
"2010 - 2",23,"Especialización","Medellín",4
"2010 - 2",23,"Maestría","Manizales",1
"2010 - 2",23,"Pregrado","Bogotá",270
"2010 - 2",23,"Pregrado","Manizales",62
"2010 - 2",23,"Pregrado","Medellín",157
"2010 - 2",23,"Pregrado","Palmira",41
"2010 - 2",24,"Especialización","Bogotá",11
"2010 - 2",24,"Especialización","Manizales",3
"2010 - 2",24,"Especialización","Medellín",8
"2010 - 2",24,"Maestría","Bogotá",10
"2010 - 2",24,"Maestría","Manizales",1
"2010 - 2",24,"Maestría","Medellín",1
"2010 - 2",24,"Pregrado","Bogotá",194
"2010 - 2",24,"Pregrado","Manizales",51
"2010 - 2",24,"Pregrado","Medellín",104
"2010 - 2",24,"Pregrado","Palmira",28
"2010 - 2",25,"Especialización","Bogotá",18
"2010 - 2",25,"Especialización","Manizales",7
"2010 - 2",25,"Especialización","Medellín",6
"2010 - 2",25,"Maestría","Bogotá",14
"2010 - 2",25,"Maestría","Manizales",4
"2010 - 2",25,"Maestría","Medellín",3
"2010 - 2",25,"Pregrado","Bogotá",107
"2010 - 2",25,"Pregrado","Manizales",39
"2010 - 2",25,"Pregrado","Medellín",67
"2010 - 2",25,"Pregrado","Palmira",13
"2010 - 2",26,"Especialización","Bogotá",18
"2010 - 2",26,"Especialización","Manizales",8
"2010 - 2",26,"Especialización","Medellín",9
"2010 - 2",26,"Maestría","Bogotá",26
"2010 - 2",26,"Maestría","Manizales",5
"2010 - 2",26,"Maestría","Medellín",9
"2010 - 2",26,"Maestría","Palmira",2
"2010 - 2",26,"Pregrado","Bogotá",88
"2010 - 2",26,"Pregrado","Manizales",42
"2010 - 2",26,"Pregrado","Medellín",39
"2010 - 2",26,"Pregrado","Palmira",12
"2010 - 2",27,"Doctorado","Manizales",1
"2010 - 2",27,"Especialización","Bogotá",22
"2010 - 2",27,"Especialización","Manizales",7
"2010 - 2",27,"Especialización","Medellín",9
"2010 - 2",27,"Maestría","Bogotá",30
"2010 - 2",27,"Maestría","Manizales",1
"2010 - 2",27,"Maestría","Medellín",8
"2010 - 2",27,"Maestría","Palmira",2
"2010 - 2",27,"Pregrado","Bogotá",76
"2010 - 2",27,"Pregrado","Manizales",15
"2010 - 2",27,"Pregrado","Medellín",22
"2010 - 2",27,"Pregrado","Palmira",8
"2010 - 2",28,"Doctorado","Bogotá",1
"2010 - 2",28,"Doctorado","Manizales",1
"2010 - 2",28,"Especialización","Bogotá",26
"2010 - 2",28,"Especialización","Manizales",5
"2010 - 2",28,"Especialización","Medellín",12
"2010 - 2",28,"Maestría","Bogotá",28
"2010 - 2",28,"Maestría","Manizales",2
"2010 - 2",28,"Maestría","Medellín",3
"2010 - 2",28,"Maestría","Palmira",4
"2010 - 2",28,"Pregrado","Bogotá",58
"2010 - 2",28,"Pregrado","Manizales",12
"2010 - 2",28,"Pregrado","Medellín",15
"2010 - 2",28,"Pregrado","Palmira",9
"2010 - 2",29,"Especialidades Médicas","Bogotá",2
"2010 - 2",29,"Especialización","Bogotá",23
"2010 - 2",29,"Especialización","Manizales",3
"2010 - 2",29,"Especialización","Medellín",12
"2010 - 2",29,"Maestría","Amazonía",1
"2010 - 2",29,"Maestría","Bogotá",31
"2010 - 2",29,"Maestría","Manizales",2
"2010 - 2",29,"Maestría","Medellín",6
"2010 - 2",29,"Pregrado","Bogotá",41
"2010 - 2",29,"Pregrado","Manizales",12
"2010 - 2",29,"Pregrado","Medellín",12
"2010 - 2",29,"Pregrado","Palmira",6
"2010 - 2",30,"Doctorado","Bogotá",3
"2010 - 2",30,"Doctorado","Manizales",1
"2010 - 2",30,"Especialización","Bogotá",14
"2010 - 2",30,"Especialización","Manizales",6
"2010 - 2",30,"Especialización","Medellín",7
"2010 - 2",30,"Maestría","Bogotá",28
"2010 - 2",30,"Maestría","Manizales",2
"2010 - 2",30,"Maestría","Medellín",3
"2010 - 2",30,"Maestría","Palmira",1
"2010 - 2",30,"Pregrado","Bogotá",28
"2010 - 2",30,"Pregrado","Manizales",8
"2010 - 2",30,"Pregrado","Medellín",13
"2010 - 2",30,"Pregrado","Palmira",1
"2010 - 2",31,"Doctorado","Bogotá",1
"2010 - 2",31,"Doctorado","Manizales",1
"2010 - 2",31,"Especialidades Médicas","Bogotá",2
"2010 - 2",31,"Especialización","Bogotá",24
"2010 - 2",31,"Especialización","Manizales",3
"2010 - 2",31,"Especialización","Medellín",7
"2010 - 2",31,"Maestría","Amazonía",2
"2010 - 2",31,"Maestría","Bogotá",20
"2010 - 2",31,"Maestría","Manizales",1
"2010 - 2",31,"Maestría","Medellín",5
"2010 - 2",31,"Pregrado","Bogotá",34
"2010 - 2",31,"Pregrado","Manizales",7
"2010 - 2",31,"Pregrado","Medellín",13
"2010 - 2",31,"Pregrado","Palmira",2
"2010 - 2",32,"Especialidades Médicas","Bogotá",2
"2010 - 2",32,"Especialización","Bogotá",13
"2010 - 2",32,"Especialización","Manizales",4
"2010 - 2",32,"Especialización","Medellín",8
"2010 - 2",32,"Maestría","Bogotá",23
"2010 - 2",32,"Maestría","Medellín",2
"2010 - 2",32,"Pregrado","Bogotá",15
"2010 - 2",32,"Pregrado","Manizales",4
"2010 - 2",32,"Pregrado","Medellín",7
"2010 - 2",32,"Pregrado","Palmira",2
"2010 - 2",33,"Especialidades Médicas","Bogotá",2
"2010 - 2",33,"Especialización","Bogotá",10
"2010 - 2",33,"Especialización","Manizales",2
"2010 - 2",33,"Especialización","Medellín",3
"2010 - 2",33,"Maestría","Bogotá",12
"2010 - 2",33,"Maestría","Medellín",2
"2010 - 2",33,"Pregrado","Bogotá",7
"2010 - 2",33,"Pregrado","Manizales",3
"2010 - 2",33,"Pregrado","Medellín",3
"2010 - 2",34,"Doctorado","Bogotá",1
"2010 - 2",34,"Especialidades Médicas","Bogotá",1
"2010 - 2",34,"Especialización","Bogotá",3
"2010 - 2",34,"Especialización","Manizales",1
"2010 - 2",34,"Especialización","Medellín",4
"2010 - 2",34,"Maestría","Bogotá",15
"2010 - 2",34,"Maestría","Medellín",3
"2010 - 2",34,"Pregrado","Bogotá",13
"2010 - 2",34,"Pregrado","Manizales",3
"2010 - 2",34,"Pregrado","Medellín",3
"2010 - 2",34,"Pregrado","Palmira",1
"2010 - 2",35,"Doctorado","Bogotá",2
"2010 - 2",35,"Especialidades Médicas","Bogotá",1
"2010 - 2",35,"Especialización","Bogotá",5
"2010 - 2",35,"Especialización","Manizales",5
"2010 - 2",35,"Especialización","Medellín",3
"2010 - 2",35,"Maestría","Bogotá",9
"2010 - 2",35,"Maestría","Medellín",2
"2010 - 2",35,"Maestría","Palmira",1
"2010 - 2",35,"Pregrado","Bogotá",6
"2010 - 2",35,"Pregrado","Manizales",3
"2010 - 2",35,"Pregrado","Medellín",2
"2010 - 2",36,"Doctorado","Bogotá",1
"2010 - 2",36,"Doctorado","Medellín",1
"2010 - 2",36,"Especialización","Bogotá",3
"2010 - 2",36,"Especialización","Medellín",1
"2010 - 2",36,"Maestría","Amazonía",1
"2010 - 2",36,"Maestría","Bogotá",10
"2010 - 2",36,"Maestría","Manizales",1
"2010 - 2",36,"Pregrado","Bogotá",5
"2010 - 2",36,"Pregrado","Manizales",1
"2010 - 2",36,"Pregrado","Medellín",1
"2010 - 2",37,"Especialización","Bogotá",11
"2010 - 2",37,"Especialización","Medellín",1
"2010 - 2",37,"Maestría","Bogotá",7
"2010 - 2",37,"Maestría","Medellín",1
"2010 - 2",37,"Maestría","Palmira",1
"2010 - 2",37,"Pregrado","Bogotá",2
"2010 - 2",37,"Pregrado","Manizales",1
"2010 - 2",38,"Doctorado","Bogotá",1
"2010 - 2",38,"Especialización","Bogotá",4
"2010 - 2",38,"Especialización","Medellín",3
"2010 - 2",38,"Maestría","Bogotá",8
"2010 - 2",38,"Maestría","Manizales",1
"2010 - 2",38,"Maestría","Medellín",1
"2010 - 2",38,"Pregrado","Bogotá",2
"2010 - 2",39,"Doctorado","Bogotá",1
"2010 - 2",39,"Especialización","Bogotá",5
"2010 - 2",39,"Especialización","Manizales",3
"2010 - 2",39,"Maestría","Amazonía",1
"2010 - 2",39,"Maestría","Bogotá",6
"2010 - 2",39,"Maestría","Medellín",1
"2010 - 2",39,"Pregrado","Bogotá",3
"2010 - 2",39,"Pregrado","Manizales",1
"2010 - 2",40,"Doctorado","Bogotá",1
"2010 - 2",40,"Doctorado","Medellín",2
"2010 - 2",40,"Especialización","Bogotá",4
"2010 - 2",40,"Especialización","Manizales",2
"2010 - 2",40,"Especialización","Medellín",1
"2010 - 2",40,"Maestría","Bogotá",13
"2010 - 2",40,"Maestría","Medellín",2
"2010 - 2",40,"Pregrado","Bogotá",14
"2010 - 2",40,"Pregrado","Manizales",2
"2010 - 2",41,"Doctorado","Manizales",1
"2010 - 2",41,"Doctorado","Medellín",1
"2010 - 2",41,"Especialización","Bogotá",3
"2010 - 2",41,"Especialización","Medellín",2
"2010 - 2",41,"Maestría","Bogotá",5
"2010 - 2",41,"Maestría","Manizales",1
"2010 - 2",41,"Pregrado","Bogotá",3
"2010 - 2",41,"Pregrado","Manizales",1
"2010 - 2",42,"Especialización","Bogotá",8
"2010 - 2",42,"Especialización","Medellín",2
"2010 - 2",42,"Maestría","Bogotá",2
"2010 - 2",42,"Pregrado","Medellín",1
"2010 - 2",43,"Especialización","Amazonía",1
"2010 - 2",43,"Especialización","Bogotá",1
"2010 - 2",43,"Especialización","Medellín",1
"2010 - 2",43,"Maestría","Bogotá",5
"2010 - 2",43,"Pregrado","Bogotá",1
"2010 - 2",43,"Pregrado","Medellín",1
"2010 - 2",44,"Doctorado","Bogotá",1
"2010 - 2",44,"Doctorado","Medellín",1
"2010 - 2",44,"Especialización","Bogotá",1
"2010 - 2",44,"Especialización","Manizales",1
"2010 - 2",44,"Especialización","Medellín",3
"2010 - 2",44,"Maestría","Bogotá",5
"2010 - 2",44,"Maestría","Medellín",3
"2010 - 2",45,"Especialización","Bogotá",3
"2010 - 2",45,"Especialización","Medellín",3
"2010 - 2",45,"Maestría","Bogotá",4
"2010 - 2",45,"Maestría","Medellín",1
"2010 - 2",45,"Pregrado","Bogotá",2
"2010 - 2",45,"Pregrado","Palmira",1
"2010 - 2",46,"Especialización","Medellín",3
"2010 - 2",46,"Maestría","Amazonía",1
"2010 - 2",46,"Maestría","Bogotá",2
"2010 - 2",46,"Maestría","Manizales",1
"2010 - 2",46,"Maestría","Medellín",1
"2010 - 2",47,"Especialización","Bogotá",8
"2010 - 2",47,"Especialización","Medellín",4
"2010 - 2",47,"Maestría","Bogotá",1
"2010 - 2",47,"Maestría","Manizales",1
"2010 - 2",48,"Doctorado","Bogotá",2
"2010 - 2",48,"Doctorado","Medellín",1
"2010 - 2",48,"Especialización","Bogotá",2
"2010 - 2",48,"Especialización","Manizales",1
"2010 - 2",48,"Especialización","Medellín",1
"2010 - 2",48,"Maestría","Bogotá",3
"2010 - 2",49,"Especialización","Bogotá",3
"2010 - 2",49,"Especialización","Manizales",1
"2010 - 2",49,"Especialización","Medellín",1
"2010 - 2",49,"Maestría","Bogotá",2
"2010 - 2",50,"Maestría","Bogotá",1
"2010 - 2",51,"Especialización","Bogotá",1
"2010 - 2",51,"Maestría","Bogotá",3
"2010 - 2",51,"Pregrado","Medellín",1
"2010 - 2",52,"Doctorado","Medellín",1
"2010 - 2",52,"Especialización","Bogotá",1
"2010 - 2",52,"Maestría","Bogotá",1
"2010 - 2",53,"Especialización","Medellín",1
"2010 - 2",53,"Maestría","Bogotá",1
"2010 - 2",54,"Maestría","Palmira",1
"2010 - 2",55,"Maestría","Bogotá",1
"2010 - 2",56,"Doctorado","Bogotá",1
"2010 - 2",56,"Especialización","Bogotá",2
"2010 - 2",56,"Maestría","Bogotá",3
"2010 - 2",57,"Especialización","Bogotá",2
"2010 - 2",57,"Especialización","Medellín",2
"2010 - 2",57,"Maestría","Bogotá",1
"2010 - 2",58,"Especialización","Bogotá",1
"2010 - 2",60,"Especialización","Bogotá",1
"2010 - 2",60,"Maestría","Medellín",1
"2010 - 2",60,"Pregrado","Bogotá",1
"2010 - 2",62,"Especialización","Bogotá",1
"2010 - 2",65,"Doctorado","Bogotá",1
"2010 - 2",66,"Maestría","Bogotá",2
"2011 - 1",19,"Pregrado","Bogotá",1
"2011 - 1",20,"Especialización","Manizales",1
"2011 - 1",20,"Pregrado","Bogotá",15
"2011 - 1",20,"Pregrado","Manizales",2
"2011 - 1",20,"Pregrado","Medellín",2
"2011 - 1",20,"Pregrado","Palmira",1
"2011 - 1",21,"Maestría","Bogotá",2
"2011 - 1",21,"Pregrado","Bogotá",90
"2011 - 1",21,"Pregrado","Manizales",31
"2011 - 1",21,"Pregrado","Medellín",29
"2011 - 1",21,"Pregrado","Palmira",4
"2011 - 1",22,"Especialización","Bogotá",9
"2011 - 1",22,"Especialización","Manizales",2
"2011 - 1",22,"Especialización","Medellín",4
"2011 - 1",22,"Maestría","Bogotá",1
"2011 - 1",22,"Pregrado","Bogotá",321
"2011 - 1",22,"Pregrado","Manizales",65
"2011 - 1",22,"Pregrado","Medellín",125
"2011 - 1",22,"Pregrado","Palmira",25
